scientificName,family,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate
Taxidea taxus,Mustelidae,37.22,-107.34,8045.0,1971-04-07
Taxidea taxus,Mustelidae,19.3083,-99.225,,1984-12-18
Taxidea taxus,Mustelidae,48.2453,-114.2958,,2000-09-03
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-12-08
Taxidea taxus,Mustelidae,31.8401,-109.6954,,1951-11-03
Taxidea taxus,Mustelidae,43.2435,-83.6883,1032.0,1990-01-01
Taxidea taxus,Mustelidae,26.6743,-103.7911,,2010-11-12
Taxidea taxus,Mustelidae,42.0894,-106.188,1609.0,1991-07-01
Taxidea taxus,Mustelidae,24.8536,-100.6951,,2009-07-30
Taxidea taxus,Mustelidae,24.9111,-107.8025,,1996-10-16
Taxidea taxus,Mustelidae,38.7306,-98.2649,,1972-08-21
Taxidea taxus,Mustelidae,44.0565,-84.8568,,1976-01-01
Taxidea taxus,Mustelidae,24.1877,-110.9451,,1994-10-30
Taxidea taxus,Mustelidae,52.0167,-121.7833,,1949-08-14
Taxidea taxus,Mustelidae,30.8267,-108.45,,1994-10-09
Taxidea taxus,Mustelidae,40.2503,-83.0002,,1968-03-01
Taxidea taxus,Mustelidae,36.0667,-120.3594,,1977-11-01
Taxidea taxus,Mustelidae,27.9769,-114.0611,,1990-07-24
Taxidea taxus,Mustelidae,26.1684,-97.1728,,1984-11-16
Taxidea taxus,Mustelidae,42.9904,-107.5697,355468.0,1974-01-31
Taxidea taxus,Mustelidae,38.1426,-122.7046,,2007-06-29
Taxidea taxus,Mustelidae,37.422,-122.1991,1630.0,1981-07-28
Taxidea taxus,Mustelidae,22.0136,-101.2419,,1969-08-23
Taxidea taxus,Mustelidae,31.7727,-113.485,,1991-11-10
Taxidea taxus,Mustelidae,27.3,-112.9,4085.0,1933-04-25
Taxidea taxus,Mustelidae,32.6468,-111.1001,,1962-05-07
Taxidea taxus,Mustelidae,31.6698,-109.1558,,1969-10-04
Taxidea taxus,Mustelidae,42.6889,-84.2829,1622.0,1980-01-01
Taxidea taxus,Mustelidae,50.5086,-116.0313,,1959-11-07
Taxidea taxus,Mustelidae,35.77,-120.79,284.68,2002-11-12
Taxidea taxus,Mustelidae,39.5349,-118.8565,9553.07,1941-01-13
Taxidea taxus,Mustelidae,34.7299,-118.4207,670.56,1904-06-21
Taxidea taxus,Mustelidae,40.4595,-121.4426,212.43,1923-10-19
Taxidea taxus,Mustelidae,39.1007,-114.5603,6463.13,1929-07-20
Taxidea taxus,Mustelidae,36.3973,-121.3231,160.93,1936-08-01
Taxidea taxus,Mustelidae,43.4634,-114.2604,1945.7,1935-11-22
Taxidea taxus,Mustelidae,36.351,-121.8927,1609.34,1966-05-30
Taxidea taxus,Mustelidae,37.0121,-122.082,3218.69,1983-08-18
Taxidea taxus,Mustelidae,35.4594,-120.1671,7242.05,1947-03-31
Taxidea taxus,Mustelidae,42.1723,-116.1101,2455.86,1934-06-01
Taxidea taxus,Mustelidae,24.0612,-110.3923,,1929-03-06
Taxidea taxus,Mustelidae,37.8793,-119.3957,645.35,1915-07-11
Taxidea taxus,Mustelidae,35.9007,-120.2711,160.93,1947-06-23
Taxidea taxus,Mustelidae,36.9782,-118.5116,128.75,1961-09-05
Taxidea taxus,Mustelidae,39.4402,-118.8808,24425.01,1940-11-07
Taxidea taxus,Mustelidae,37.1227,-120.7987,804.67,1930-07-22
Taxidea taxus,Mustelidae,37.7951,-121.8664,281.0,2008-04-21
Taxidea taxus,Mustelidae,42.2276,-120.6925,14.48,1929-12-17
Taxidea taxus,Mustelidae,41.4438,-120.167,1993.98,1910-08-04
Taxidea taxus,Mustelidae,29.7761,-111.0561,17670.0,1941-11-18
Taxidea taxus,Mustelidae,36.434,-118.2678,804.67,1911-08-08
Taxidea taxus,Mustelidae,41.5104,-120.4975,3606.54,1920-05-20
Taxidea taxus,Mustelidae,40.1524,-120.0137,317.04,1916-07-06
Taxidea taxus,Mustelidae,32.5653,-104.3971,1233.0,1940-06-04
Taxidea taxus,Mustelidae,35.6016,-120.3091,1207.01,1946-08-28
Taxidea taxus,Mustelidae,42.1887,-120.3455,1462.89,1929-12-23
Taxidea taxus,Mustelidae,35.6,-120.3193,2011.68,1947-02-03
Taxidea taxus,Mustelidae,40.4146,-116.8001,428.09,1916-10-23
Taxidea taxus,Mustelidae,37.5172,-116.2553,3036.83,1931-09-24
Taxidea taxus,Mustelidae,37.4018,-118.2245,30.0,1917-07-21
Taxidea taxus,Mustelidae,40.735,-116.019,,1927-06-30
Taxidea taxus,Mustelidae,40.8724,-96.6668,,1949-09-22
Taxidea taxus,Mustelidae,45.5852,-103.6315,,1968-05-31
Taxidea taxus,Mustelidae,38.091,-98.4883,,1925-07-14
Taxidea taxus,Mustelidae,39.418,-118.9499,,1942-10-15
Taxidea taxus,Mustelidae,39.5349,-118.8565,,1941-01-13
Taxidea taxus,Mustelidae,38.8993,-100.1868,,1912-07-01
Taxidea taxus,Mustelidae,40.5103,-96.9607,,1994-05-04
Taxidea taxus,Mustelidae,38.9927,-95.3874,,1993-07-07
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,37.5667,-101.7836,,1911-06-15
Taxidea taxus,Mustelidae,35.8589,-108.7614,,1929-12-15
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-12-24
Taxidea taxus,Mustelidae,33.9388,-117.3959,,1953-06-08
Taxidea taxus,Mustelidae,39.4734,-118.908,,1942-10-15
Taxidea taxus,Mustelidae,40.8699,-103.699,,1946-08-31
Taxidea taxus,Mustelidae,39.3914,-118.8829,,1942-10-19
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,39.4734,-118.9454,,1940-12-12
Taxidea taxus,Mustelidae,39.4589,-118.908,,1940-12-02
Taxidea taxus,Mustelidae,32.3088,-110.9263,,1950-07-12
Taxidea taxus,Mustelidae,42.2726,-109.5497,,1951-06-20
Taxidea taxus,Mustelidae,26.8325,-108.2581,,1962-05-29
Taxidea taxus,Mustelidae,41.2936,-104.6173,,1981-03-02
Taxidea taxus,Mustelidae,39.4734,-118.9267,,1942-02-14
Taxidea taxus,Mustelidae,38.4963,-98.7226,,1959-11-22
Taxidea taxus,Mustelidae,40.1138,-101.7638,,1956-11-23
Taxidea taxus,Mustelidae,39.4235,-118.9326,,1943-09-26
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,40.6447,-97.0756,,1959-08-02
Taxidea taxus,Mustelidae,42.8714,-112.445,,1931-01-15
Taxidea taxus,Mustelidae,39.0685,-95.3932,,1948-08-20
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,39.4346,-118.8981,,1942-11-20
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-12-24
Taxidea taxus,Mustelidae,40.317,-94.873,,1974-04-15
Taxidea taxus,Mustelidae,44.4877,-89.3096,,1992-08-02
Taxidea taxus,Mustelidae,46.9115,-98.7091,,1902-05-20
Taxidea taxus,Mustelidae,43.812,-93.1192,,1990-11-03
Taxidea taxus,Mustelidae,42.1949,-88.1913,,1936-09-07
Taxidea taxus,Mustelidae,38.0525,-103.7202,,1899-01-05
Taxidea taxus,Mustelidae,34.1157,-118.1605,,1904-08-11
Taxidea taxus,Mustelidae,41.1129,-108.0215,,1991-01-01
Taxidea taxus,Mustelidae,43.3011,-103.8255,,1924-04-25
Taxidea taxus,Mustelidae,29.407,-97.745,,1970-03-27
Taxidea taxus,Mustelidae,42.7582,-105.3829,,1989-10-01
Taxidea taxus,Mustelidae,41.85,-87.6501,,1938-05-01
Taxidea taxus,Mustelidae,44.5436,-88.0881,,2002-06-23
Taxidea taxus,Mustelidae,44.152,-90.1952,5.0,2018-05-27
Taxidea taxus,Mustelidae,30.9557,-103.4495,5.0,2018-08-19
Taxidea taxus,Mustelidae,44.9171,-110.2574,9468.0,2008-06-17
Taxidea taxus,Mustelidae,26.4739,-98.0532,,2016-07-04
Taxidea taxus,Mustelidae,40.1925,-111.1827,2165.0,2010-08-03
Taxidea taxus,Mustelidae,32.7027,-115.5836,,2017-07-29
Taxidea taxus,Mustelidae,25.3881,-100.8448,29981.0,2017-11-11
Taxidea taxus,Mustelidae,43.8003,-112.7431,500.0,2015-08-24
Taxidea taxus,Mustelidae,46.3177,-120.4965,1101.0,2017-08-06
Taxidea taxus,Mustelidae,33.0474,-100.5189,4.0,2017-12-12
Taxidea taxus,Mustelidae,38.4568,-104.6478,28240.0,2018-08-13
Taxidea taxus,Mustelidae,37.0421,-121.2365,8.0,2014-03-19
Taxidea taxus,Mustelidae,30.9626,-104.169,5.0,2014-07-21
Taxidea taxus,Mustelidae,51.4462,-105.3351,26196.0,2018-05-24
Taxidea taxus,Mustelidae,39.2338,-105.9881,217.0,2017-05-05
Taxidea taxus,Mustelidae,35.0964,-118.8147,,2013-03-10
Taxidea taxus,Mustelidae,42.8976,-118.8808,27552.0,2017-06-26
Taxidea taxus,Mustelidae,33.1757,-116.1008,5.0,2017-12-13
Taxidea taxus,Mustelidae,31.9211,-109.8214,5.0,2016-10-24
Taxidea taxus,Mustelidae,31.5503,-109.2741,15.0,2017-08-22
Taxidea taxus,Mustelidae,34.7245,-114.3155,165.0,2018-03-23
Taxidea taxus,Mustelidae,29.2121,-101.0159,29508.0,2017-03-31
Taxidea taxus,Mustelidae,33.1026,-116.0747,29012.0,2008-08-02
Taxidea taxus,Mustelidae,49.4341,-115.5434,26518.0,2008-06-20
Taxidea taxus,Mustelidae,33.1344,-116.1012,29012.0,2017-12-13
Taxidea taxus,Mustelidae,44.7146,-110.3469,83408.0,2017-06-30
Taxidea taxus,Mustelidae,42.6835,-110.5093,,2013-07-24
Taxidea taxus,Mustelidae,33.6303,-113.3245,,2014-06-07
Taxidea taxus,Mustelidae,32.2304,-107.2867,5.0,2018-08-10
Taxidea taxus,Mustelidae,38.1968,-122.9636,,2016-07-04
Taxidea taxus,Mustelidae,40.3964,-112.9961,66042.0,2018-06-18
Taxidea taxus,Mustelidae,38.4265,-123.095,13.0,2014-09-13
Taxidea taxus,Mustelidae,43.3118,-116.2598,163.0,2017-04-26
Taxidea taxus,Mustelidae,44.9082,-110.3446,,2009-06-06
Taxidea taxus,Mustelidae,31.263,-100.4723,10.0,2017-08-15
Taxidea taxus,Mustelidae,33.0489,-100.4996,19.0,2015-08-04
Taxidea taxus,Mustelidae,22.078,-101.7312,30318.0,2013-10-03
Taxidea taxus,Mustelidae,43.8179,-116.4994,41221.0,2011-05-06
Taxidea taxus,Mustelidae,30.8923,-102.2598,15.0,2015-08-09
Taxidea taxus,Mustelidae,37.4636,-122.4286,6649.0,2014-11-25
Taxidea taxus,Mustelidae,35.9208,-119.3682,11007.0,2018-06-25
Taxidea taxus,Mustelidae,38.5043,-113.6079,10.0,2013-07-25
Taxidea taxus,Mustelidae,31.187,-110.0819,29278.0,2016-07-22
Taxidea taxus,Mustelidae,36.7181,-121.2779,,2016-08-12
Taxidea taxus,Mustelidae,35.5934,-106.1626,915.0,2017-05-21
Taxidea taxus,Mustelidae,29.1402,-98.4291,5.0,2014-07-18
Taxidea taxus,Mustelidae,25.9783,-100.0607,29913.0,2016-07-13
Taxidea taxus,Mustelidae,31.5504,-110.1825,107.0,2014-09-19
Taxidea taxus,Mustelidae,36.6261,-121.0085,106.0,2014-04-27
Taxidea taxus,Mustelidae,38.5178,-122.7261,28240.0,2018-05-16
Taxidea taxus,Mustelidae,33.1751,-116.1002,30.0,2008-07-13
Taxidea taxus,Mustelidae,35.8632,-106.6453,,2012-10-26
Taxidea taxus,Mustelidae,33.3633,-114.6884,252.0,2015-05-01
Taxidea taxus,Mustelidae,49.6168,-109.8117,26486.0,2009-08-12
Taxidea taxus,Mustelidae,42.7178,-85.4945,1202.0,1996-11-11
Taxidea taxus,Mustelidae,43.4798,-110.7622,1609.0,1932-06-27
Taxidea taxus,Mustelidae,42.5144,-83.9517,819.0,1908-11-01
Taxidea taxus,Mustelidae,42.3391,-83.8913,993.0,1958-07-16
Taxidea taxus,Mustelidae,44.6744,-84.1814,1164.0,1993-11-04
Taxidea taxus,Mustelidae,43.0979,-84.7088,1164.0,1993-12-04
Taxidea taxus,Mustelidae,42.3726,-84.1608,1165.0,1993-11-02
Taxidea taxus,Mustelidae,42.2447,-83.9263,1165.0,1993-11-14
Taxidea taxus,Mustelidae,44.3129,-83.893,1164.0,1997-10-28
Taxidea taxus,Mustelidae,33.363,-102.117,,1933-06-23
Taxidea taxus,Mustelidae,45.7869,-87.9039,1233.0,1909-01-01
Taxidea taxus,Mustelidae,48.1966,-96.7727,2588.0,1910-05-01
Taxidea taxus,Mustelidae,42.3674,-85.717,1165.0,1997-11-08
Taxidea taxus,Mustelidae,42.2105,-83.8949,188.0,1981-06-04
Taxidea taxus,Mustelidae,48.1127,-98.865,1635.0,1920-08-12
Taxidea taxus,Mustelidae,42.3821,-84.0735,6856.0,1943-05-11
Taxidea taxus,Mustelidae,26.903,-108.6945,495.0,1950-08-15
Taxidea taxus,Mustelidae,34.919,-119.1933,6035.0,1978-04-30
Taxidea taxus,Mustelidae,46.8895,-97.0521,24163.0,1949-01-01
Taxidea taxus,Mustelidae,33.5023,-117.1548,4358.0,1941-09-29
Taxidea taxus,Mustelidae,33.9321,-116.9757,1067.0,1931-04-01
Taxidea taxus,Mustelidae,35.6616,-118.0233,30.0,1936-04-28
Taxidea taxus,Mustelidae,34.24,-116.9,,1952-10-01
Taxidea taxus,Mustelidae,35.5102,-117.8956,6518.0,1969-12-22
Taxidea taxus,Mustelidae,34.1189,-114.51,163.0,1935-08-14
Taxidea taxus,Mustelidae,23.1815,-102.4752,1636.0,1970-07-21
Taxidea taxus,Mustelidae,34.0757,-118.6585,3779.0,1956-02-01
Taxidea taxus,Mustelidae,35.6003,-117.864,1609.0,1970-02-16
Taxidea taxus,Mustelidae,27.882,-99.3957,,1983-01-01
Taxidea taxus,Mustelidae,33.316,-99.858,,1966-06-27
Taxidea taxus,Mustelidae,33.456,-101.645,,1987-05-10
Taxidea taxus,Mustelidae,33.62,-101.854,,1966-12-15
Taxidea taxus,Mustelidae,33.469,-101.218,,1985-10-01
Taxidea taxus,Mustelidae,33.343,-101.211,,1965-07-16
Taxidea taxus,Mustelidae,26.481,-97.55,,1968-06-10
Taxidea taxus,Mustelidae,33.142,-101.318,,1983-05-07
Taxidea taxus,Mustelidae,49.8333,-99.95,,1888-12-20
Taxidea taxus,Mustelidae,45.0,-75.5667,,1956-07-03
Taxidea taxus,Mustelidae,42.79,-80.2005,2.03,1934-11-05
Taxidea taxus,Mustelidae,32.2601,-110.8738,658.0,1892-01-01
Taxidea taxus,Mustelidae,37.1999,-106.664,6500.0,1914-09-19
Taxidea taxus,Mustelidae,37.9231,-99.4094,,1978-05-20
Taxidea taxus,Mustelidae,31.9862,-109.0382,,1973-09-15
Taxidea taxus,Mustelidae,38.8708,-99.4128,,2007-11-21
Taxidea taxus,Mustelidae,49.4583,-120.5083,,1928-05-14
Taxidea taxus,Mustelidae,31.6324,-101.755,,1992-10-12
Taxidea taxus,Mustelidae,26.7692,-103.787,,2011-04-10
Taxidea taxus,Mustelidae,34.4583,-119.9869,,1990-05-19
Taxidea taxus,Mustelidae,31.8333,-110.8522,,1933-03-01
Taxidea taxus,Mustelidae,31.8002,-106.5286,565.0,1981-07-30
Taxidea taxus,Mustelidae,50.6745,-120.3273,,1934-01-01
Taxidea taxus,Mustelidae,32.2667,-110.8667,,1916-02-10
Taxidea taxus,Mustelidae,35.5066,-121.0211,,2016-06-30
Taxidea taxus,Mustelidae,31.92,-106.039,8100.0,1974-06-03
Taxidea taxus,Mustelidae,42.9904,-107.5697,355468.0,1974-02-05
Taxidea taxus,Mustelidae,26.6743,-103.7911,,2010-11-12
Taxidea taxus,Mustelidae,30.695,-108.2933,,1994-10-30
Taxidea taxus,Mustelidae,43.202,-103.8564,1164.0,1947-10-01
Taxidea taxus,Mustelidae,42.9904,-107.5697,355468.0,1974-01-15
Taxidea taxus,Mustelidae,25.0389,-111.6524,,2011-01-26
Taxidea taxus,Mustelidae,31.5856,-116.495,,2003-02-02
Taxidea taxus,Mustelidae,33.45,-112.0667,,1928-04-04
Taxidea taxus,Mustelidae,0.0019,0.0015,,1959-01-22
Taxidea taxus,Mustelidae,33.6608,-95.6421,,1980-07-31
Taxidea taxus,Mustelidae,38.8792,-99.3636,,1990-07-23
Taxidea taxus,Mustelidae,24.8491,-100.687,,2009-07-30
Taxidea taxus,Mustelidae,44.5268,-84.6171,311.0,1967-09-18
Taxidea taxus,Mustelidae,28.652,-100.002,,1967-08-15
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-04
Taxidea taxus,Mustelidae,18.9804,-97.8829,8256.0,1968-08-04
Taxidea taxus,Mustelidae,40.6895,-108.4902,5000.0,1924-05-20
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1974-01-11
Taxidea taxus,Mustelidae,34.4208,-119.6972,,1976-05-15
Taxidea taxus,Mustelidae,37.4167,-117.0667,,1922-07-04
Taxidea taxus,Mustelidae,32.4191,-103.9273,,1948-12-23
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-12-09
Taxidea taxus,Mustelidae,41.3208,-120.117,698.0,1926-09-03
Taxidea taxus,Mustelidae,31.1423,-101.1703,,2001-12-18
Taxidea taxus,Mustelidae,49.7667,-100.6333,,1921-08-23
Taxidea taxus,Mustelidae,40.8589,-102.8006,564.0,1914-01-12
Taxidea taxus,Mustelidae,39.6055,-98.8419,,1994-08-18
Taxidea taxus,Mustelidae,42.6889,-84.2829,1622.0,1956-08-22
Taxidea taxus,Mustelidae,31.2498,-100.4893,,1984-10-13
Taxidea taxus,Mustelidae,31.3039,-108.8653,,2003-03-19
Taxidea taxus,Mustelidae,45.3699,-118.0444,4476.0,1977-10-06
Taxidea taxus,Mustelidae,34.4372,-119.8519,,1988-05-16
Taxidea taxus,Mustelidae,24.8881,-100.7267,,2008-12-15
Taxidea taxus,Mustelidae,32.1341,-110.9612,,1967-10-30
Taxidea taxus,Mustelidae,38.4845,-109.0333,25066.0,1915-05-25
Taxidea taxus,Mustelidae,38.4528,-99.9431,,1991-09-02
Taxidea taxus,Mustelidae,32.2461,-100.7939,,1968-01-02
Taxidea taxus,Mustelidae,24.738,-103.8368,,1960-01-01
Taxidea taxus,Mustelidae,41.1922,-108.7172,,1961-07-01
Taxidea taxus,Mustelidae,31.3693,-102.0371,,1994-04-28
Taxidea taxus,Mustelidae,28.3836,-98.0591,5103.0,1975-08-10
Taxidea taxus,Mustelidae,31.8098,-110.7091,,1975-04-26
Taxidea taxus,Mustelidae,43.2278,-85.3414,1164.0,1990-02-21
Taxidea taxus,Mustelidae,29.0989,-110.9542,,1932-01-01
Taxidea taxus,Mustelidae,48.0792,-117.0233,4035.0,1954-06-25
Taxidea taxus,Mustelidae,42.8132,-82.8921,1164.0,1991-11-04
Taxidea taxus,Mustelidae,0.0019,0.0015,,1961-08-24
Taxidea taxus,Mustelidae,37.3564,-108.5545,50.0,2007-04-11
Taxidea taxus,Mustelidae,41.6369,-122.0043,18319.0,1914-08-27
Taxidea taxus,Mustelidae,50.4333,-100.5833,,1917-06-07
Taxidea taxus,Mustelidae,24.8345,-100.6714,,2009-11-17
Taxidea taxus,Mustelidae,42.9904,-107.5697,355468.0,1974-01-31
Taxidea taxus,Mustelidae,42.5522,-106.6175,7655.0,1973-01-05
Taxidea taxus,Mustelidae,42.7769,-84.6323,1164.0,1974-12-13
Taxidea taxus,Mustelidae,24.8367,-100.675,,2009-05-20
Taxidea taxus,Mustelidae,31.0709,-115.376,,1998-01-18
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-11-12
Taxidea taxus,Mustelidae,50.4333,-100.5833,,1918-09-13
Taxidea taxus,Mustelidae,24.8464,-100.6823,,2008-10-23
Taxidea taxus,Mustelidae,31.9244,-116.7548,,2004-03-02
Taxidea taxus,Mustelidae,38.7767,-99.7883,,1962-11-03
Taxidea taxus,Mustelidae,25.0378,-111.7422,,1995-06-30
Taxidea taxus,Mustelidae,32.2072,-110.6685,,1957-11-02
Taxidea taxus,Mustelidae,40.798,-120.1756,13687.0,1939-10-14
Taxidea taxus,Mustelidae,32.2683,-108.0327,,1965-11-28
Taxidea taxus,Mustelidae,40.3747,-88.9409,,2003-09-30
Taxidea taxus,Mustelidae,46.4355,-117.4239,1000.0,2005-02-18
Taxidea taxus,Mustelidae,31.8233,-102.0279,,1997-05-01
Taxidea taxus,Mustelidae,49.05,-116.0167,,1929-09-10
Taxidea taxus,Mustelidae,42.4632,-98.7623,,2010-11-07
Taxidea taxus,Mustelidae,32.3231,-111.0273,,1970-03-24
Taxidea taxus,Mustelidae,41.3167,-110.3836,,1871-01-01
Taxidea taxus,Mustelidae,34.5075,-119.8661,,1985-09-05
Taxidea taxus,Mustelidae,31.89,-116.39,,1999-06-05
Taxidea taxus,Mustelidae,28.851,-111.8833,,1975-06-24
Taxidea taxus,Mustelidae,39.0904,-114.4411,4858.61,1929-06-28
Taxidea taxus,Mustelidae,42.8712,-112.4453,8383.07,1931-01-15
Taxidea taxus,Mustelidae,23.3673,-109.7748,,1931-07-03
Taxidea taxus,Mustelidae,33.7702,-98.4778,4768.49,1937-12-07
Taxidea taxus,Mustelidae,37.8793,-119.3957,645.35,1915-07-10
Taxidea taxus,Mustelidae,36.428,-121.6229,,2002-01-31
Taxidea taxus,Mustelidae,35.4548,-120.1601,7435.17,1947-03-31
Taxidea taxus,Mustelidae,36.463,-116.8782,1207.01,1917-04-12
Taxidea taxus,Mustelidae,42.1723,-116.1101,2455.86,1934-06-01
Taxidea taxus,Mustelidae,37.996,-122.0018,1901.0,2001-07-15
Taxidea taxus,Mustelidae,42.8712,-112.4453,8383.07,1931-01-15
Taxidea taxus,Mustelidae,40.8745,-118.7363,428.09,1917-06-16
Taxidea taxus,Mustelidae,37.8793,-119.3957,645.35,1915-07-07
Taxidea taxus,Mustelidae,40.459,-121.4278,584.19,1923-10-19
Taxidea taxus,Mustelidae,41.4438,-120.167,1993.98,1910-08-05
Taxidea taxus,Mustelidae,35.5674,-120.2846,3218.69,1947-04-17
Taxidea taxus,Mustelidae,38.9072,-118.811,5779.15,1934-07-11
Taxidea taxus,Mustelidae,24.0612,-110.3923,,1929-03-23
Taxidea taxus,Mustelidae,40.7586,-118.7363,10805.14,1936-07-30
Taxidea taxus,Mustelidae,35.1042,-118.2392,2011.68,1925-04-24
Taxidea taxus,Mustelidae,35.2377,-115.4989,403.95,1938-01-12
Taxidea taxus,Mustelidae,31.639,-112.7516,10960.0,1937-01-20
Taxidea taxus,Mustelidae,43.8544,-114.3635,16568.2,1935-12-20
Taxidea taxus,Mustelidae,39.3711,-119.5702,6702.92,1941-07-26
Taxidea taxus,Mustelidae,37.8734,-122.1909,4879.53,1925-12-23
Taxidea taxus,Mustelidae,39.4734,-118.7771,22556.57,1936-09-28
Taxidea taxus,Mustelidae,39.5349,-118.8565,9553.07,1941-01-13
Taxidea taxus,Mustelidae,32.97,-116.4406,1000.0,1923-07-16
Taxidea taxus,Mustelidae,34.6022,-117.8506,4828.03,1930-04-03
Taxidea taxus,Mustelidae,33.9355,-115.6901,1609.34,1960-04-11
Taxidea taxus,Mustelidae,40.6101,-116.1984,428.09,1925-12-15
